LIBNAME;MEMNAME;NAME;TYPE;LENGTH;LABEL;FORMAT
NPR19;M19_AVTSPESSOM1418_UTL_FIL;ATC_1;String;5;;
NPR19;M19_AVTSPESSOM2014_UTL_FIL;ATC_1;String;5;;
NPR19;M19_AVTSPESSOM2015_UTL_FIL;ATC_1;String;5;;
NPR19;M19_AVTSPESSOM2016_UTL_FIL;ATC_1;String;5;;
NPR19;M19_AVTSPESSOM2017_UTL_FIL;ATC_1;String;5;;
NPR19;M19_AVTSPESSOM2018_UTL_FIL;ATC_1;String;5;;
NPR19;M19_DIALYSE1618_UTL_FIL;ATC_1;String;7;;
NPR19;M19_LEGEMIDLER1418_UTL_FIL;ATC_1;String;8;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;ATC_1;String;8;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;ATC_1;String;8;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;ATC_1;String;8;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;ATC_1;String;8;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;ATC_1;String;8;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;ATC_1;String;8;;
NPR19;M19_SYKEHUS1418_UTL_FIL;ATC_1;String;8;;
SKDE19;T19_EXTRA_AVTSPES_2014;ATC_2;String;5;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2015;ATC_2;String;5;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2016;ATC_2;String;5;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2017;ATC_2;String;5;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2018;ATC_2;String;5;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2014;ATC_2;String;8;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2015;ATC_2;String;8;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2016;ATC_2;String;8;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2017;ATC_2;String;8;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2018;ATC_2;String;8;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2014;ATC_2;String;5;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2015;ATC_2;String;5;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2016;ATC_2;String;5;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2017;ATC_2;String;5;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2018;ATC_2;String;5;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2014;ATC_2;String;8;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2015;ATC_2;String;8;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2016;ATC_2;String;8;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2017;ATC_2;String;8;ATC kode 2 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2018;ATC_2;String;8;ATC kode 2 (ATC/NPR-melding);
NPR19;M19_AVD1418_UTLEVERINGSFIL;ATC_2;String;8;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;ATC_2;String;8;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;ATC_2;String;8;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;ATC_2;String;8;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;ATC_2;String;8;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;ATC_2;String;8;;
NPR19;M19_AVTSPESSOM1418_UTL_FIL;ATC_2;String;5;;
NPR19;M19_AVTSPESSOM2014_UTL_FIL;ATC_2;String;5;;
NPR19;M19_AVTSPESSOM2015_UTL_FIL;ATC_2;String;5;;
NPR19;M19_AVTSPESSOM2016_UTL_FIL;ATC_2;String;5;;
NPR19;M19_AVTSPESSOM2017_UTL_FIL;ATC_2;String;5;;
NPR19;M19_AVTSPESSOM2018_UTL_FIL;ATC_2;String;5;;
NPR19;M19_DIALYSE1618_UTL_FIL;ATC_2;String;1;;
NPR19;M19_LEGEMIDLER1418_UTL_FIL;ATC_2;String;8;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;ATC_2;String;8;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;ATC_2;String;8;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;ATC_2;String;8;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;ATC_2;String;8;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;ATC_2;String;8;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;ATC_2;String;8;;
NPR19;M19_SYKEHUS1418_UTL_FIL;ATC_2;String;8;;
SKDE19;T19_EXTRA_AVTSPES_2014;ATC_3;String;5;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2015;ATC_3;String;5;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2016;ATC_3;String;5;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2017;ATC_3;String;5;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2018;ATC_3;String;5;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2014;ATC_3;String;8;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2015;ATC_3;String;8;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2016;ATC_3;String;8;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2017;ATC_3;String;8;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2018;ATC_3;String;8;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2014;ATC_3;String;5;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2015;ATC_3;String;5;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2016;ATC_3;String;5;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2017;ATC_3;String;5;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2018;ATC_3;String;5;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2014;ATC_3;String;8;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2015;ATC_3;String;8;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2016;ATC_3;String;8;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2017;ATC_3;String;8;ATC kode 3 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2018;ATC_3;String;8;ATC kode 3 (ATC/NPR-melding);
NPR19;M19_AVD1418_UTLEVERINGSFIL;ATC_3;String;8;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;ATC_3;String;8;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;ATC_3;String;8;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;ATC_3;String;8;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;ATC_3;String;8;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;ATC_3;String;8;;
NPR19;M19_AVTSPESSOM1418_UTL_FIL;ATC_3;String;5;;
NPR19;M19_AVTSPESSOM2014_UTL_FIL;ATC_3;String;5;;
NPR19;M19_AVTSPESSOM2015_UTL_FIL;ATC_3;String;5;;
NPR19;M19_AVTSPESSOM2016_UTL_FIL;ATC_3;String;5;;
NPR19;M19_AVTSPESSOM2017_UTL_FIL;ATC_3;String;5;;
NPR19;M19_AVTSPESSOM2018_UTL_FIL;ATC_3;String;5;;
NPR19;M19_DIALYSE1618_UTL_FIL;ATC_3;String;1;;
NPR19;M19_LEGEMIDLER1418_UTL_FIL;ATC_3;String;8;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;ATC_3;String;8;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;ATC_3;String;8;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;ATC_3;String;8;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;ATC_3;String;8;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;ATC_3;String;8;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;ATC_3;String;8;;
NPR19;M19_SYKEHUS1418_UTL_FIL;ATC_3;String;8;;
SKDE19;T19_EXTRA_AVTSPES_2014;ATC_4;String;5;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2015;ATC_4;String;5;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2016;ATC_4;String;5;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2017;ATC_4;String;5;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2018;ATC_4;String;5;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2014;ATC_4;String;8;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2015;ATC_4;String;8;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2016;ATC_4;String;8;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2017;ATC_4;String;8;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2018;ATC_4;String;8;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2014;ATC_4;String;5;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2015;ATC_4;String;5;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2016;ATC_4;String;5;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2017;ATC_4;String;5;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2018;ATC_4;String;5;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2014;ATC_4;String;8;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2015;ATC_4;String;8;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2016;ATC_4;String;8;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2017;ATC_4;String;8;ATC kode 4 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2018;ATC_4;String;8;ATC kode 4 (ATC/NPR-melding);
NPR19;M19_AVD1418_UTLEVERINGSFIL;ATC_4;String;8;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;ATC_4;String;8;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;ATC_4;String;8;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;ATC_4;String;8;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;ATC_4;String;8;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;ATC_4;String;8;;
NPR19;M19_AVTSPESSOM1418_UTL_FIL;ATC_4;String;5;;
NPR19;M19_AVTSPESSOM2014_UTL_FIL;ATC_4;String;5;;
NPR19;M19_AVTSPESSOM2015_UTL_FIL;ATC_4;String;5;;
NPR19;M19_AVTSPESSOM2016_UTL_FIL;ATC_4;String;5;;
NPR19;M19_AVTSPESSOM2017_UTL_FIL;ATC_4;String;5;;
NPR19;M19_AVTSPESSOM2018_UTL_FIL;ATC_4;String;5;;
NPR19;M19_DIALYSE1618_UTL_FIL;ATC_4;String;1;;
NPR19;M19_LEGEMIDLER1418_UTL_FIL;ATC_4;String;8;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;ATC_4;String;8;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;ATC_4;String;8;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;ATC_4;String;8;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;ATC_4;String;8;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;ATC_4;String;8;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;ATC_4;String;8;;
NPR19;M19_SYKEHUS1418_UTL_FIL;ATC_4;String;8;;
SKDE19;T19_EXTRA_AVTSPES_2014;ATC_5;String;5;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2015;ATC_5;String;5;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2016;ATC_5;String;5;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2017;ATC_5;String;5;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_EXTRA_AVTSPES_2018;ATC_5;String;5;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2014;ATC_5;String;8;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2015;ATC_5;String;8;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2016;ATC_5;String;8;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2017;ATC_5;String;8;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVD_2018;ATC_5;String;8;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2014;ATC_5;String;5;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2015;ATC_5;String;5;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2016;ATC_5;String;5;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2017;ATC_5;String;5;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_AVTSPES_2018;ATC_5;String;5;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2014;ATC_5;String;8;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2015;ATC_5;String;8;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2016;ATC_5;String;8;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2017;ATC_5;String;8;ATC kode 5 (ATC/NPR-melding);
SKDE19;T19_PARVUS_SHO_2018;ATC_5;String;8;ATC kode 5 (ATC/NPR-melding);
NPR19;M19_AVD1418_UTLEVERINGSFIL;ATC_5;String;8;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;ATC_5;String;8;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;ATC_5;String;8;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;ATC_5;String;8;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;ATC_5;String;8;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;ATC_5;String;8;;
NPR19;M19_AVTSPESSOM1418_UTL_FIL;ATC_5;String;5;;
NPR19;M19_AVTSPESSOM2014_UTL_FIL;ATC_5;String;5;;
NPR19;M19_AVTSPESSOM2015_UTL_FIL;ATC_5;String;5;;
NPR19;M19_AVTSPESSOM2016_UTL_FIL;ATC_5;String;5;;
NPR19;M19_AVTSPESSOM2017_UTL_FIL;ATC_5;String;5;;
NPR19;M19_AVTSPESSOM2018_UTL_FIL;ATC_5;String;5;;
NPR19;M19_DIALYSE1618_UTL_FIL;ATC_5;String;1;;
NPR19;M19_LEGEMIDLER1418_UTL_FIL;ATC_5;String;8;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;ATC_5;String;8;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;ATC_5;String;8;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;ATC_5;String;8;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;ATC_5;String;8;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;ATC_5;String;8;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;ATC_5;String;8;;
NPR19;M19_SYKEHUS1418_UTL_FIL;ATC_5;String;8;;
NPR19;M19_LEGEMIDLER1418_UTL_FIL;Aktivitetskategori;String;1;;
NPR19;M19_LEGEMIDLER1418_UTL_FIL;Aktivitetskategori2;String;1;;
NPR19;M19_LEGEMIDLER1418_UTL_FIL;Aktivitetskategori3;String;1;;
SKDE19;T19_PARVUS_AVD_2014;Aktivitetskategori4;Integer;8;Aktivitetskatgori 4-delt (SAMDATA);AKTIVITETSKATEGORI4F
SKDE19;T19_PARVUS_AVD_2015;Aktivitetskategori4;Integer;8;Aktivitetskatgori 4-delt (SAMDATA);AKTIVITETSKATEGORI4F
SKDE19;T19_PARVUS_AVD_2016;Aktivitetskategori4;Integer;8;Aktivitetskatgori 4-delt (SAMDATA);AKTIVITETSKATEGORI4F
SKDE19;T19_PARVUS_AVD_2017;Aktivitetskategori4;Integer;8;Aktivitetskatgori 4-delt (SAMDATA);AKTIVITETSKATEGORI4F
SKDE19;T19_PARVUS_AVD_2018;Aktivitetskategori4;Integer;8;Aktivitetskatgori 4-delt (SAMDATA);AKTIVITETSKATEGORI4F
SKDE19;T19_PARVUS_SHO_2014;Aktivitetskategori4;Integer;8;Aktivitetskatgori 4-delt (SAMDATA);AKTIVITETSKATEGORI4F
SKDE19;T19_PARVUS_SHO_2015;Aktivitetskategori4;Integer;8;Aktivitetskatgori 4-delt (SAMDATA);AKTIVITETSKATEGORI4F
SKDE19;T19_PARVUS_SHO_2016;Aktivitetskategori4;Integer;8;Aktivitetskatgori 4-delt (SAMDATA);AKTIVITETSKATEGORI4F
SKDE19;T19_PARVUS_SHO_2017;Aktivitetskategori4;Integer;8;Aktivitetskatgori 4-delt (SAMDATA);AKTIVITETSKATEGORI4F
SKDE19;T19_PARVUS_SHO_2018;Aktivitetskategori4;Integer;8;Aktivitetskatgori 4-delt (SAMDATA);AKTIVITETSKATEGORI4F
SKDE19;T19_REHAB_2014_18;Aktivitetskategori4;Integer;8;;
NPR19;M19_AVD1418_UTLEVERINGSFIL;Aktivitetskategori4;Integer;8;;
NPR19;M19_AVD2014_UTLEVERINGSFIL;Aktivitetskategori4;Integer;8;;
NPR19;M19_AVD2015_UTLEVERINGSFIL;Aktivitetskategori4;Integer;8;;
NPR19;M19_AVD2016_UTLEVERINGSFIL;Aktivitetskategori4;Integer;8;;
NPR19;M19_AVD2017_UTLEVERINGSFIL;Aktivitetskategori4;Integer;8;;
NPR19;M19_AVD2018_UTLEVERINGSFIL;Aktivitetskategori4;Integer;8;;
NPR19;M19_LEGEMIDLER1418_UTL_FIL;Aktivitetskategori4;String;1;;
NPR19;M19_REHAB1418_UTL_FIL;Aktivitetskategori4;Integer;8;;
NPR19;M19_SHO1418_UTLEVERINGSFIL;Aktivitetskategori4;Integer;8;;
NPR19;M19_SHO2014_UTLEVERINGSFIL;Aktivitetskategori4;Integer;8;;
NPR19;M19_SHO2015_UTLEVERINGSFIL;Aktivitetskategori4;Integer;8;;
NPR19;M19_SHO2016_UTLEVERINGSFIL;Aktivitetskategori4;Integer;8;;
NPR19;M19_SHO2017_UTLEVERINGSFIL;Aktivitetskategori4;Integer;8;;
NPR19;M19_SHO2018_UTLEVERINGSFIL;Aktivitetskategori4;Integer;8;;
NPR19;M19_SYKEHUS1418_UTL_FIL;Aktivitetskategori4;Integer;8;;
SKDE19;T19_EXTRA_AVTSPES_2014;Alder;Integer;8;Alder (SKDE);
SKDE19;T19_EXTRA_AVTSPES_2015;Alder;Integer;8;Alder (SKDE);
SKDE19;T19_EXTRA_AVTSPES_2016;Alder;Integer;8;Alder (SKDE);
SKDE19;T19_EXTRA_AVTSPES_2017;Alder;Integer;8;Alder (SKDE);
SKDE19;T19_EXTRA_AVTSPES_2018;Alder;Integer;8;Alder (SKDE);
SKDE19;T19_REHAB_2014_18;Alder;Integer;8;Alder (SKDE);
NPR19;M19_PAKKEFORLOP1518_UTL_FIL;Avslutn_;String;10;;
SKDE19;T19_EXTRA_AVTSPES_2014;AvtSpes;Integer;8;Kontakt hos avtalespesialist (SKDE);AVTSPES
SKDE19;T19_EXTRA_AVTSPES_2015;AvtSpes;Integer;8;Kontakt hos avtalespesialist (SKDE);AVTSPES
SKDE19;T19_EXTRA_AVTSPES_2016;AvtSpes;Integer;8;Kontakt hos avtalespesialist (SKDE);AVTSPES
SKDE19;T19_EXTRA_AVTSPES_2017;AvtSpes;Integer;8;Kontakt hos avtalespesialist (SKDE);AVTSPES
SKDE19;T19_EXTRA_AVTSPES_2018;AvtSpes;Integer;8;Kontakt hos avtalespesialist (SKDE);AVTSPES
SKDE19;T19_MAGNUS_AVTSPES_2014;AvtSpes;Integer;8;Kontakt hos avtalespesialist (SKDE);AVTSPES
SKDE19;T19_MAGNUS_AVTSPES_2015;AvtSpes;Integer;8;Kontakt hos avtalespesialist (SKDE);AVTSPES
SKDE19;T19_MAGNUS_AVTSPES_2016;AvtSpes;Integer;8;Kontakt hos avtalespesialist (SKDE);AVTSPES
SKDE19;T19_MAGNUS_AVTSPES_2017;AvtSpes;Integer;8;Kontakt hos avtalespesialist (SKDE);AVTSPES
SKDE19;T19_MAGNUS_AVTSPES_2018;AvtSpes;Integer;8;Kontakt hos avtalespesialist (SKDE);AVTSPES
SKDE19;T19_EXTRA_AVTSPES_2014;AvtSpesKomHN;Integer;8;Kontakt med avtalespesialist i HN (SKDE);
SKDE19;T19_EXTRA_AVTSPES_2015;AvtSpesKomHN;Integer;8;Kontakt med avtalespesialist i HN (SKDE);
SKDE19;T19_EXTRA_AVTSPES_2016;AvtSpesKomHN;Integer;8;Kontakt med avtalespesialist i HN (SKDE);
SKDE19;T19_EXTRA_AVTSPES_2017;AvtSpesKomHN;Integer;8;Kontakt med avtalespesialist i HN (SKDE);
SKDE19;T19_EXTRA_AVTSPES_2018;AvtSpesKomHN;Integer;8;Kontakt med avtalespesialist i HN (SKDE);
SKDE19;T19_PARVUS_AVTSPES_2014;AvtSpesKomHN;Integer;8;Kontakt med avtalespesialist i HN (SKDE);
SKDE19;T19_PARVUS_AVTSPES_2015;AvtSpesKomHN;Integer;8;Kontakt med avtalespesialist i HN (SKDE);
SKDE19;T19_PARVUS_AVTSPES_2016;AvtSpesKomHN;Integer;8;Kontakt med avtalespesialist i HN (SKDE);
SKDE19;T19_PARVUS_AVTSPES_2017;AvtSpesKomHN;Integer;8;Kontakt med avtalespesialist i HN (SKDE);
SKDE19;T19_PARVUS_AVTSPES_2018;AvtSpesKomHN;Integer;8;Kontakt med avtalespesialist i HN (SKDE);
SKDE19;T19_EXTRA_AVTSPES_2014;AvtaleRHF;Integer;8;RHF-et spesialisten har avtale med (NPR);BORHF_KORT
SKDE19;T19_EXTRA_AVTSPES_2015;AvtaleRHF;Integer;8;RHF-et spesialisten har avtale med (NPR);BORHF_KORT
SKDE19;T19_EXTRA_AVTSPES_2016;AvtaleRHF;Integer;8;RHF-et spesialisten har avtale med (NPR);BORHF_KORT
SKDE19;T19_EXTRA_AVTSPES_2017;AvtaleRHF;Integer;8;RHF-et spesialisten har avtale med (NPR);BORHF_KORT
SKDE19;T19_EXTRA_AVTSPES_2018;AvtaleRHF;Integer;8;RHF-et spesialisten har avtale med (NPR);BORHF_KORT
SKDE19;T19_MAGNUS_AVTSPES_2014;AvtaleRHF;Integer;8;RHF-et spesialisten har avtale med (NPR);BORHF_KORT
SKDE19;T19_MAGNUS_AVTSPES_2015;AvtaleRHF;Integer;8;RHF-et spesialisten har avtale med (NPR);BORHF_KORT
SKDE19;T19_MAGNUS_AVTSPES_2016;AvtaleRHF;Integer;8;RHF-et spesialisten har avtale med (NPR);BORHF_KORT
SKDE19;T19_MAGNUS_AVTSPES_2017;AvtaleRHF;Integer;8;RHF-et spesialisten har avtale med (NPR);BORHF_KORT
SKDE19;T19_MAGNUS_AVTSPES_2018;AvtaleRHF;Integer;8;RHF-et spesialisten har avtale med (NPR);BORHF_KORT
SKDE19;T19_EXTRA_AVTSPES_2014;Bdiag1;String;8;Bitilstand kode 1 (ICD-10/NPR-melding/SKDE);
SKDE19;T19_EXTRA_AVTSPES_2015;Bdiag1;String;8;Bitilstand kode 1 (ICD-10/NPR-melding/SKDE);
SKDE19;T19_EXTRA_AVTSPES_2016;Bdiag1;String;8;Bitilstand kode 1 (ICD-10/NPR-melding/SKDE);
SKDE19;T19_EXTRA_AVTSPES_2017;Bdiag1;String;8;Bitilstand kode 1 (ICD-10/NPR-melding/SKDE);
SKDE19;T19_EXTRA_AVTSPES_2018;Bdiag1;String;8;Bitilstand kode 1 (ICD-10/NPR-melding/SKDE);
SKDE19;T19_REHAB_2014_18;Bdiag1;String;8;Bitilstand kode 1 (ICD-10/NPR-melding/SKDE);
